Entry Name,Species,Level,Happiness,Item,AI Role,Is Key Strategic Pokemon,IVs HP,IVs Attack,IVs Defense,IVs Sp.Atk,IVs Sp.Def,IVs Speed,EVs HP,EVs Attack,EVs Defense,EVs Sp.Atk,EVs Sp.Def,EVs Speed,Moves 1,Moves 2,Moves 3,Moves 4,Can Fill Combo A Role 1,Can Fill Combo A Role 2,Can Fill Combo B Role 1,Can Fill Combo B Role 2,Use species second ability,Gender,Nature,Use Random Nature and Gender
NUMEL - 118,NUMEL (339),17,0,CHARCOAL (215),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAKE DOWN (36),CHARM (204),DIG (91),EMBER (52),false,false,false,false,false,Male (0),Hardy (0),false
ABRA - 119,ABRA (63),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,REFLECT (115),THUNDERPUNCH (9),ICE PUNCH (8),None (0),false,false,false,false,true,Male (0),Calm (20),false
MACHOP - 120,MACHOP (66),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,KARATE CHOP (2),FOCUS ENERGY (116),LEER (43),LOW KICK (67),false,false,false,false,false,Male (0),Quirky (24),false
FEEBAS - 121,FEEBAS (328),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),SPLASH (150),LIGHT SCREEN (113),None (0),false,false,false,false,false,Male (0),Hardy (0),false
MAKUHITA - 122,MAKUHITA (335),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FOCUS ENERGY (116),ARM THRUST (292),SAND-ATTACK (28),None (0),false,false,false,false,false,Male (0),Hardy (0),false
SNORUNT - 123,SNORUNT (346),14,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),LEER (43),None (0),None (0),false,false,false,false,false,Female (1),Hardy (0),false
BARBOACH - 124,BARBOACH (323),14,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),WATER SPORT (346),MUD SPORT (300),MUD-SLAP (189),false,false,false,false,false,Male (0),Quirky (24),false
SPOINK - 125,SPOINK (351),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYBEAM (60),ODOR SLEUTH (316),PSYWAVE (149),None (0),false,false,false,false,false,Male (0),Hardy (0),false
LOTAD - 126,LOTAD (295),14,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ASTONISH (310),ABSORB (71),GROWL (45),None (0),false,false,false,false,false,Male (0),Hardy (0),false
STARYU - 127,STARYU (120),14,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,RAPID SPIN (229),WATER GUN (55),HARDEN (106),None (0),false,false,false,false,false,Genderless (2),Docile (6),false
NATU - 128,NATU (177),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,NIGHT SHADE (101),LEER (43),PECK (64),None (0),false,false,false,false,false,Male (0),Docile (6),false
NINCADA - 129,NINCADA (301),14,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCRATCH (10),SAND-ATTACK (28),LEECH LIFE (141),None (0),false,false,false,false,false,Male (0),Serious (12),false
WAILMER - 130,WAILMER (313),15,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),WATER GUN (55),None (0),None (0),false,false,false,false,true,Male (0),Quirky (24),false
SWABLU - 131,SWABLU (358),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),PECK (64),None (0),None (0),false,false,false,false,false,Female (1),Hardy (0),false
WYNAUT - 132,WYNAUT (360),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MIRROR COAT (243),COUNTER (68),SAFEGUARD (219),None (0),false,false,false,false,false,Male (0),Serious (12),false
CORSOLA - 133,CORSOLA (222),15,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BUBBLE (145),HARDEN (106),TACKLE (33),None (0),false,false,false,false,false,Male (0),Quirky (24),false
DUSTOX - 134,DUSTOX (294),14,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GUST (16),CONFUSION (93),None (0),None (0),false,false,false,false,false,Male (0),Serious (12),false
WINGULL - 135,WINGULL (309),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),SUPERSONIC (48),WATER GUN (55),None (0),false,false,false,false,false,Female (1),Hardy (0),false
PINECO - 136,PINECO (204),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),None (0),None (0),None (0),false,false,false,false,false,Female (1),Hardy (0),false
QWILFISH - 137,QWILFISH (211),15,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),HARDEN (106),POISON STING (40),None (0),false,false,false,false,false,Female (1),Docile (6),false
CARVANHA - 138,CARVANHA (330),18,0,BLACKGLASSES (206),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER PULSE (352),REFRESH (287),SCARY FACE (184),BITE (44),false,false,false,false,false,Male (0),Hardy (0),false
MAGNEMITE - 139,MAGNEMITE (81),15,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),THUNDERSHOCK (84),None (0),None (0),false,false,false,false,false,Genderless (2),Docile (6),false
PSYDUCK - 140,PSYDUCK (54),15,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER SPORT (346),TAIL WHIP (39),SCRATCH (10),None (0),false,false,false,false,false,Female (1),Quirky (24),false
REMORAID - 141,REMORAID (223),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LOCK-ON (199),WATER GUN (55),None (0),None (0),false,false,false,false,false,Male (0),Hardy (0),false
JIGGLYPUFF - 142,JIGGLYPUFF (39),15,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,DISABLE (50),POUND (1),DEFENSE CURL (111),None (0),false,false,false,false,false,Male (0),Hardy (0),false
CHIMECHO - 143,CHIMECHO (411),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CONFUSION (93),ASTONISH (310),SAFEGUARD (219),WRAP (35),false,false,false,false,false,Male (0),Serious (12),false
DUNSPARCE - 144,DUNSPARCE (206),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GLARE (137),YAWN (281),DEFENSE CURL (111),RAGE (99),false,false,false,false,false,Male (0),Docile (6),false
SNUBBULL - 145,SNUBBULL (209),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),CHARM (204),SCARY FACE (184),None (0),false,false,false,false,true,Female (1),Quirky (24),false
KECLEON - 146,KECLEON (317),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCRATCH (10),BIND (20),ASTONISH (310),None (0),false,false,false,false,false,Female (1),Hardy (0),false
SHROOMISH - 147,SHROOMISH (306),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE SWIPE (206),REFRESH (287),MEGA DRAIN (72),STUN SPORE (78),false,false,false,false,false,Male (0),Hardy (0),false
MURKROW - 148,MURKROW (198),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PURSUIT (228),ASTONISH (310),PECK (64),None (0),false,false,false,false,false,Male (0),Docile (6),false
RHYHORN - 149,RHYHORN (111),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HORN ATTACK (30),MUD-SLAP (189),TAIL WHIP (39),None (0),false,false,false,false,false,Male (0),Serious (12),false
SLAKOTH - 150,SLAKOTH (364),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCRATCH (10),FAINT ATTACK (185),None (0),None (0),false,false,false,false,false,Male (0),Hardy (0),false
BELDUM - 151,BELDUM (398),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TAKE DOWN (36),None (0),None (0),None (0),false,false,false,false,false,Genderless (2),Serious (12),false
LUVDISC - 152,LUVDISC (325),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),TACKLE (33),CHARM (204),ATTRACT (213),false,false,false,false,false,Female (1),Docile (6),false
BEAUTIFLY - 153,BEAUTIFLY (292),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,THIEF (168),GUST (16),ABSORB (71),ATTRACT (213),false,false,false,false,false,Male (0),Hardy (0),false
ROSELIA - 154,ROSELIA (363),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LEECH SEED (73),MEGA DRAIN (72),PIN MISSILE (42),POISON STING (40),false,false,false,false,false,Male (0),Quirky (24),false
DELCATTY - 155,DELCATTY (316),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SECRET POWER (290),SWEET KISS (186),ATTRACT (213),SHOCK WAVE (351),false,false,false,false,false,Male (0),Hardy (0),false
RALTS - 156,RALTS (392),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),CONFUSION (93),LIGHT SCREEN (113),None (0),false,false,false,false,true,Female (1),Serious (12),false
SNUBBULL - 157,SNUBBULL (209),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),TACKLE (33),ROAR (46),SCARY FACE (184),false,false,false,false,true,Male (0),Quirky (24),false
SEEDOT - 158,SEEDOT (298),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BIDE (117),BULLET SEED (331),GROWTH (74),HARDEN (106),false,false,false,false,false,Male (0),Docile (6),false
HOUNDOUR - 159,HOUNDOUR (228),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),EMBER (52),ROAR (46),LEER (43),false,false,false,false,true,Female (1),Hardy (0),false
SPOINK - 160,SPOINK (351),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SPLASH (150),ODOR SLEUTH (316),PSYWAVE (149),REFLECT (115),false,false,false,false,false,Male (0),Quirky (24),false
MAGNEMITE - 161,MAGNEMITE (81),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,THUNDERSHOCK (84),SONICBOOM (49),METAL SOUND (319),TACKLE (33),false,false,false,false,true,Genderless (2),Docile (6),false
NUMEL - 162,NUMEL (339),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,EMBER (52),TACKLE (33),GROWL (45),None (0),false,false,false,false,false,Male (0),Serious (12),false
SHUPPET - 163,SHUPPET (377),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,NIGHT SHADE (101),SCREECH (103),KNOCK OFF (282),None (0),false,false,false,false,false,Female (1),Hardy (0),false
LEDYBA - 164,LEDYBA (165),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,COMET PUNCH (4),SUPERSONIC (48),TACKLE (33),LIGHT SCREEN (113),false,false,false,false,true,Female (1),Docile (6),false
REMORAID - 165,REMORAID (223),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LOCK-ON (199),WATER GUN (55),None (0),None (0),false,false,false,false,false,Male (0),Quirky (24),false
TOGEPI - 166,TOGEPI (175),17,130,None (0),"なし"  (0),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),SWEET KISS (186),CHARM (204),None (0),false,false,false,false,true,Female (1),Bashful (18),false
SLUGMA - 167,SLUGMA (218),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROCK THROW (88),EMBER (52),SMOG (123),YAWN (281),false,false,false,false,true,Female (1),Hardy (0),false
NATU - 168,NATU (177),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,LIGHT SCREEN (113),LEER (43),PECK (64),None (0),false,false,false,false,false,Female (1),Bashful (18),false
ODDISH - 169,ODDISH (43),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ABSORB (71),STUN SPORE (78),SWEET SCENT (230),None (0),false,false,false,false,false,Female (1),Quirky (24),false
ZIGZAGOON - 170,ZIGZAGOON (288),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ODOR SLEUTH (316),SAND-ATTACK (28),TACKLE (33),TAIL WHIP (39),false,false,false,false,false,Female (1),Hardy (0),false
WHISMUR - 171,WHISMUR (370),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,UPROAR (253),HOWL (336),ASTONISH (310),None (0),false,false,false,false,false,Male (0),Docile (6),false
AIPOM - 172,AIPOM (190),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCRATCH (10),ASTONISH (310),SAND-ATTACK (28),TAIL WHIP (39),false,false,false,false,false,Male (0),Bashful (18),false
DUNSPARCE - 173,DUNSPARCE (206),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ROCK SMASH (249),THIEF (168),DEFENSE CURL (111),RAGE (99),false,false,false,false,false,Female (1),Quirky (24),false
SWINUB - 174,SWINUB (220),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,POWDER SNOW (181),ODOR SLEUTH (316),TACKLE (33),None (0),false,false,false,false,false,Female (1),Hardy (0),false
BAGON - 175,BAGON (395),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HEADBUTT (29),LEER (43),BITE (44),RAGE (99),false,false,false,false,false,Female (1),Docile (6),false
MURKROW - 176,MURKROW (198),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PURSUIT (228),ASTONISH (310),PECK (64),None (0),false,false,false,false,false,Male (0),Bashful (18),false
CLAMPERL - 177,CLAMPERL (373),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,IRON DEFENSE (334),WHIRLPOOL (250),WATER GUN (55),CLAMP (128),false,false,false,false,false,Female (1),Quirky (24),false
MACHOP - 178,MACHOP (66),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,KARATE CHOP (2),FOCUS ENERGY (116),LIGHT SCREEN (113),LOW KICK (67),false,false,false,false,false,Male (0),Hardy (0),false
TENTACOOL - 179,TENTACOOL (72),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CONSTRICT (132),SUPERSONIC (48),POISON STING (40),None (0),false,false,false,false,true,Male (0),Docile (6),false
FURRET - 180,FURRET (162),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY SWIPES (154),SCRATCH (10),DEFENSE CURL (111),None (0),false,false,false,false,true,Male (0),Hardy (0),false
HOOTHOOT - 181,HOOTHOOT (163),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),PECK (64),FORESIGHT (193),GROWL (45),false,false,false,false,false,Female (1),Docile (6),false
FURRET - 182,FURRET (162),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY SWIPES (154),SCRATCH (10),DEFENSE CURL (111),None (0),false,false,false,false,true,Male (0),Hardy (0),false
HOOTHOOT - 183,HOOTHOOT (163),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),PECK (64),FORESIGHT (193),GROWL (45),false,false,false,false,false,Female (1),Docile (6),false
NINCADA - 184,NINCADA (301),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY SWIPES (154),SAND-ATTACK (28),LEECH LIFE (141),SCRATCH (10),false,false,false,false,false,Male (0),Hardy (0),false
SWABLU - 185,SWABLU (358),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),ASTONISH (310),GROWL (45),None (0),false,false,false,false,false,Female (1),Hardy (0),false
FEEBAS - 186,FEEBAS (328),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),SPLASH (150),None (0),None (0),false,false,false,false,false,Male (0),Serious (12),false
WINGULL - 187,WINGULL (309),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WING ATTACK (17),SUPERSONIC (48),WATER GUN (55),GROWL (45),false,false,false,false,false,Female (1),Hardy (0),false
LOMBRE - 188,LOMBRE (296),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,RAIN DANCE (240),MEGA DRAIN (72),WATER GUN (55),ASTONISH (310),false,false,false,false,false,Male (0),Hardy (0),false
LOMBRE - 189,LOMBRE (296),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,THIEF (168),MEGA DRAIN (72),WATER GUN (55),ASTONISH (310),false,false,false,false,false,Male (0),Bashful (18),false
LOMBRE - 190,LOMBRE (296),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,RAIN DANCE (240),MEGA DRAIN (72),WATER GUN (55),ASTONISH (310),false,false,false,false,false,Female (1),Serious (12),false
VOLTORB - 191,VOLTORB (100),22,0,MAGNET (208),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MIRROR COAT (243),REFRESH (287),SPARK (209),SWIFT (129),false,false,false,false,false,Genderless (2),Hardy (0),false
CARVANHA - 192,CARVANHA (330),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),FOCUS ENERGY (116),None (0),None (0),false,false,false,false,false,Male (0),Hardy (0),false
BARBOACH - 193,BARBOACH (323),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MUD SPORT (300),WATER GUN (55),None (0),None (0),false,false,false,false,false,Female (1),Docile (6),false
CORPHISH - 194,CORPHISH (326),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BUBBLE (145),VICEGRIP (11),None (0),None (0),false,false,false,false,false,Male (0),Hardy (0),false
ELECTRIKE - 195,ELECTRIKE (337),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,QUICK ATTACK (98),HOWL (336),LEER (43),None (0),false,false,false,false,true,Male (0),Hardy (0),false
GRIMER - 196,GRIMER (88),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLUDGE (124),POUND (1),HARDEN (106),POUND (1),false,false,false,false,false,Female (1),Bashful (18),false
SPINARAK - 197,SPINARAK (167),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,NIGHT SHADE (101),CONSTRICT (132),SCARY FACE (184),STRING SHOT (81),false,false,false,false,true,Male (0),Hardy (0),false
BEAUTIFLY - 198,BEAUTIFLY (292),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ABSORB (71),GUST (16),None (0),None (0),false,false,false,false,false,Female (1),Docile (6),false
DUSTOX - 199,DUSTOX (294),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CONFUSION (93),GUST (16),None (0),None (0),false,false,false,false,false,Male (0),Bashful (18),false
VULPIX - 200,VULPIX (37),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HEAT WAVE (257),CHARM (204),EMBER (52),DIG (91),false,false,false,false,false,Male (0),Hardy (0),false
DODUO - 201,DODUO (84),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY ATTACK (31),PURSUIT (228),GROWL (45),PECK (64),false,false,false,false,true,Female (1),Hardy (0),false
TENTACOOL - 202,TENTACOOL (72),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,CONSTRICT (132),SUPERSONIC (48),ACID (51),None (0),false,false,false,false,false,Female (1),Bashful (18),false
CHIMECHO - 203,CHIMECHO (411),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,GROWL (45),CONFUSION (93),ASTONISH (310),SAFEGUARD (219),false,false,false,false,false,Male (0),Quirky (24),false
QWILFISH - 204,QWILFISH (211),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),POISON STING (40),HARDEN (106),None (0),false,false,false,false,false,Female (1),Hardy (0),false
RHYHORN - 205,RHYHORN (111),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,HORN ATTACK (30),STOMP (23),TAIL WHIP (39),None (0),false,false,false,false,false,Male (0),Docile (6),false
CHINCHOU - 206,CHINCHOU (170),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER GUN (55),THUNDER WAVE (86),SUPERSONIC (48),None (0),false,false,false,false,false,Female (1),Bashful (18),false
KOFFING - 207,KOFFING (109),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,POISON GAS (139),SMOG (123),TACKLE (33),None (0),false,false,false,false,false,Female (1),Quirky (24),false
KECLEON - 208,KECLEON (317),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYBEAM (60),FURY SWIPES (154),BIND (20),None (0),false,false,false,false,false,Male (0),Docile (6),false
SURSKIT - 209,SURSKIT (311),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,WATER SPORT (346),SWEET SCENT (230),QUICK ATTACK (98),BUBBLE (145),false,false,false,false,false,Female (1),Bashful (18),false
MAKUHITA - 210,MAKUHITA (335),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BRICK BREAK (280),REFRESH (287),ARM THRUST (292),ROCK TOMB (317),false,false,false,false,false,Male (0),Hardy (0),false
GULPIN - 211,GULPIN (367),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,YAWN (281),SLUDGE (124),None (0),None (0),false,false,false,false,false,Female (1),Hardy (0),false
MAREEP - 212,MAREEP (179),18,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),THUNDERSHOCK (84),LIGHT SCREEN (113),None (0),false,false,false,false,false,Female (1),Docile (6),false
LUVDISC - 213,LUVDISC (325),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,AGILITY (97),WATER GUN (55),SAFEGUARD (219),TACKLE (33),false,false,false,false,false,Male (0),Quirky (24),false
BELLOSSOM - 214,BELLOSSOM (182),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,MAGICAL LEAF (345),STUN SPORE (78),ABSORB (71),None (0),false,false,false,false,false,Male (0),Hardy (0),false
ODDISH - 215,ODDISH (43),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,STUN SPORE (78),POISONPOWDER (77),SWEET SCENT (230),ABSORB (71),false,false,false,false,false,Male (0),Docile (6),false
MACHOP - 216,MACHOP (66),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,KARATE CHOP (2),LOW KICK (67),LEER (43),None (0),false,false,false,false,false,Female (1),Hardy (0),false
POOCHYENA - 217,POOCHYENA (286),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),SAND-ATTACK (28),HOWL (336),TACKLE (33),false,false,false,false,false,Male (0),Quirky (24),false
NINCADA - 218,NINCADA (301),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,FURY SWIPES (154),SAND-ATTACK (28),LEECH LIFE (141),HARDEN (106),false,false,false,false,false,Male (0),Serious (12),false
TYROGUE - 219,TYROGUE (236),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,TACKLE (33),None (0),None (0),None (0),false,false,false,false,false,Male (0),Docile (6),false
GRIMER - 220,GRIMER (88),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SLUDGE (124),DISABLE (50),HARDEN (106),POUND (1),false,false,false,false,false,Male (0),Serious (12),false
ZUBAT - 221,ZUBAT (41),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,BITE (44),ASTONISH (310),SUPERSONIC (48),LEECH LIFE (141),false,false,false,false,false,Male (0),Quirky (24),false
DUSTOX - 222,DUSTOX (294),16,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,POISON STING (40),STRING SHOT (81),CONFUSION (93),GUST (16),false,false,false,false,false,Female (1),Docile (6),false
BEAUTIFLY - 223,BEAUTIFLY (292),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,POISON STING (40),GUST (16),ABSORB (71),ABSORB (71),false,false,false,false,false,Male (0),Serious (12),false
DUSTOX - 224,DUSTOX (294),17,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PROTECT (182),GUST (16),CONFUSION (93),POISON STING (40),false,false,false,false,false,Male (0),Quirky (24),false
SNEASEL - 225,SNEASEL (215),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SCREECH (103),QUICK ATTACK (98),SCRATCH (10),REFLECT (115),false,false,false,false,false,Male (0),Serious (12),false
YANMA - 226,YANMA (193),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SONICBOOM (49),FORESIGHT (193),QUICK ATTACK (98),None (0),false,false,false,false,false,Female (1),Bashful (18),false
MISDREAVUS - 227,MISDREAVUS (200),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYWAVE (149),ASTONISH (310),None (0),None (0),false,false,false,false,false,Male (0),Quirky (24),false
DUSKULL - 228,DUSKULL (361),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,SHADOW BALL (247),HELPING HAND (270),ASTONISH (310),CONFUSE RAY (109),false,false,false,false,false,Male (0),Hardy (0),false
FURRET - 229,FURRET (162),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,DEFENSE CURL (111),FURY SWIPES (154),QUICK ATTACK (98),None (0),false,false,false,false,false,Female (1),Docile (6),false
ZIGZAGOON - 230,ZIGZAGOON (288),20,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,ODOR SLEUTH (316),SAND-ATTACK (28),HEADBUTT (29),TAIL WHIP (39),false,false,false,false,false,Female (1),Bashful (18),false
TOGETIC - 231,TOGETIC (176),19,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PECK (64),SWEET KISS (186),CHARM (204),None (0),false,false,false,false,true,Male (0),Quirky (24),false
DELIBIRD - 232,DELIBIRD (225),21,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT (217),QUICK ATTACK (98),ICY WIND (196),None (0),false,false,false,false,false,Female (1),Hardy (0),false
KADABRA - 233,KADABRA (64),22,0,None (0),"フリー"  (1),0,0,0,0,0,0,0,0,0,0,0,0,0,PSYBEAM (60),DISABLE (50),CONFUSION (93),None (0),false,false,false,false,false,Male (0),Hardy (0),false
