Entry Name,Level up Rate,Catch Rate,Gender Ratio,Exp yield,Base Happiness,Height,Weight,Cry ID,Unknown 1,Unknown 2,National Dex Index,Hoenn dex regional id,Name ID,Species Name ID,Unknown 3,Unknown 4,Unknown 5,Model ID,Types 1,Types 2,Abilities 1,Abilities 2,TM01 FOCUS PUNCH,TM02 DRAGON CLAW,TM03 WATER PULSE,TM04 CALM MIND,TM05 ROAR,TM06 TOXIC,TM07 HAIL,TM08 BULK UP,TM09 BULLET SEED,TM10 HIDDEN POWER,TM11 SUNNY DAY,TM12 TAUNT,TM13 ICE BEAM,TM14 BLIZZARD,TM15 HYPER BEAM,TM16 LIGHT SCREEN,TM17 PROTECT,TM18 RAIN DANCE,TM19 GIGA DRAIN,TM20 SAFEGUARD,TM21 FRUSTRATION,TM22 SOLARBEAM,TM23 IRON TAIL,TM24 THUNDERBOLT,TM25 THUNDER,TM26 EARTHQUAKE,TM27 RETURN,TM28 DIG,TM29 PSYCHIC,TM30 SHADOW BALL,TM31 BRICK BREAK,TM32 DOUBLE TEAM,TM33 REFLECT,TM34 SHOCK WAVE,TM35 FLAMETHROWER,TM36 SLUDGE BOMB,TM37 SANDSTORM,TM38 FIRE BLAST,TM39 ROCK TOMB,TM40 AERIAL ACE,TM41 TORMENT,TM42 FACADE,TM43 SECRET POWER,TM44 REST,TM45 ATTRACT,TM46 THIEF,TM47 STEEL WING,TM48 SKILL SWAP,TM49 SNATCH,TM50 OVERHEAT,HM01 CUT,HM02 FLY,HM03 SURF,HM04 STRENGTH,HM05 FLASH,HM06 ROCK SMASH,HM07 WATERFALL,HM08 DIVE,TutorMove08 BODY SLAM,TutorMove11 DOUBLE-EDGE,TutorMove03 SEISMIC TOSS,TutorMove01 MIMIC,TutorMove06 DREAM EATER,TutorMove02 THUNDER WAVE,TutorMove05 SUBSTITUTE,TutorMove04 ICY WIND,TutorMove07 SWAGGER,TutorMove10 SKY ATTACK,TutorMove12 SELFDESTRUCT,TutorMove09 NIGHTMARE,Wild Items 1,Wild Items 2,Egg Moves 1,Egg Moves 2,Egg Moves 3,Egg Moves 4,Egg Moves 5,Egg Moves 6,Egg Moves 7,Egg Moves 8,Base Stats HP,Base Stats Attack,Base Stats Defense,Base Stats Sp.Atk,Base Stats Sp.Def,Base Stats Speed,EV Yields HP,EV Yields Attack,EV Yields Defense,EV Yields Sp.Atk,EV Yields Sp.Def,EV Yields Speed,Evolutions 1 Evolution Method,Evolutions 1 Evolution Condition,Evolutions 1 Evolved Form,Evolutions 2 Evolution Method,Evolutions 2 Evolution Condition,Evolutions 2 Evolved Form,Evolutions 3 Evolution Method,Evolutions 3 Evolution Condition,Evolutions 3 Evolved Form,Evolutions 4 Evolution Method,Evolutions 4 Evolution Condition,Evolutions 4 Evolved Form,Evolutions 5 Evolution Method,Evolutions 5 Evolution Condition,Evolutions 5 Evolved Form,Level Up Moves 1 Level,Level Up Moves 1 Move,Level Up Moves 2 Level,Level Up Moves 2 Move,Level Up Moves 3 Level,Level Up Moves 3 Move,Level Up Moves 4 Level,Level Up Moves 4 Move,Level Up Moves 5 Level,Level Up Moves 5 Move,Level Up Moves 6 Level,Level Up Moves 6 Move,Level Up Moves 7 Level,Level Up Moves 7 Move,Level Up Moves 8 Level,Level Up Moves 8 Move,Level Up Moves 9 Level,Level Up Moves 9 Move,Level Up Moves 10 Level,Level Up Moves 10 Move,Level Up Moves 11 Level,Level Up Moves 11 Move,Level Up Moves 12 Level,Level Up Moves 12 Move,Level Up Moves 13 Level,Level Up Moves 13 Move,Level Up Moves 14 Level,Level Up Moves 14 Move,Level Up Moves 15 Level,Level Up Moves 15 Move,Level Up Moves 16 Level,Level Up Moves 16 Move,Level Up Moves 17 Level,Level Up Moves 17 Move,Level Up Moves 18 Level,Level Up Moves 18 Move,Level Up Moves 19 Level,Level Up Moves 19 Move,Regular Sprites Pokedex Colour ID,Regular Sprites Face ID,Regular Sprites Purify Chamber Image ID,Shiny Sprites Pokedex Colour ID,Shiny Sprites Face ID,Shiny Sprites Purify Chamber Image ID
CROBAT  - 169,Standard (0),90,50% Male (127),204,70 (0x46),18,750,631 (0x277),169 (0xA9),1360 (0x550),169,65,CROBAT (0x491),BAT (0x639),0 (0x0),175 (0xAF),561 (0x231),pkx_crobat.fsys (169),POISON (3),FLYING (2),INNER FOCUS (39),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),QUICK ATTACK (98),PURSUIT (228),FAINT ATTACK (185),GUST (16),WHIRLWIND (18),CURSE (174),None (0),None (0),85,90,80,70,80,130,0,0,0,0,0,3,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,SCREECH (103),1,LEECH LIFE (141),1,SUPERSONIC (48),1,ASTONISH (310),6,SUPERSONIC (48),11,ASTONISH (310),16,BITE (44),21,WING ATTACK (17),28,CONFUSE RAY (109),35,AIR CUTTER (314),42,MEAN LOOK (212),49,POISON FANG (305),56,HAZE (114),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),7 (0x7),face169.gtx Regular (169),poke_dance.fsys -> crobat.atx (0x1BED3200),7 (0x7),face169.gtx Shiny (555),poke_dance.fsys -> crobat_c.atx (0x1BEE3200)
CHINCHOU  - 170,Very Slow (5),190,50% Male (127),90,70 (0x46),5,120,632 (0x278),170 (0xAA),1360 (0x550),170,181,CHINCHOU (0x492),ANGLER (0x5EA),0 (0x0),176 (0xB0),562 (0x232),pkx_chonchie.fsys (170),WATER (11),ELECTR (13),VOLT ABSORB (10),ILLUMINATE (35),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),YELLOW SHARD (50),FLAIL (175),SCREECH (103),AMNESIA (133),None (0),None (0),None (0),None (0),None (0),75,38,38,56,56,67,1,0,0,0,0,0,Level Up (4),27 (0x1B),LANTURN (171),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,BUBBLE (145),1,THUNDER WAVE (86),5,SUPERSONIC (48),13,FLAIL (175),17,WATER GUN (55),25,SPARK (209),29,CONFUSE RAY (109),37,TAKE DOWN (36),41,HYDRO PUMP (56),49,CHARGE (268),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face170.gtx Regular (170),poke_dance.fsys -> chonchie.atx (0x1BE13200),2 (0x2),face170.gtx Shiny (556),poke_dance.fsys -> chonchie_c.atx (0x1BE23200)
LANTURN  - 171,Very Slow (5),75,50% Male (127),156,70 (0x46),12,225,633 (0x279),171 (0xAB),1360 (0x550),171,182,LANTURN (0x493),LIGHT (0x6E8),0 (0x0),177 (0xB1),563 (0x233),pkx_lantern.fsys (171),WATER (11),ELECTR (13),VOLT ABSORB (10),ILLUMINATE (35),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),YELLOW SHARD (50),FLAIL (175),SCREECH (103),AMNESIA (133),None (0),None (0),None (0),None (0),None (0),125,58,58,76,76,67,2,0,0,0,0,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,BUBBLE (145),1,THUNDER WAVE (86),1,SUPERSONIC (48),5,SUPERSONIC (48),13,FLAIL (175),17,WATER GUN (55),25,SPARK (209),32,CONFUSE RAY (109),43,TAKE DOWN (36),50,HYDRO PUMP (56),61,CHARGE (268),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),2 (0x2),face171.gtx Regular (171),poke_dance.fsys -> lantern.atx (0x1EC43200),2 (0x2),face171.gtx Shiny (557),poke_dance.fsys -> lantern_c.atx (0x1EC53200)
PICHU  - 172,Standard (0),190,50% Male (127),42,70 (0x46),3,20,634 (0x27A),172 (0xAC),1358 (0x54E),172,155,PICHU (0x494),TINY MOUSE (0x641),0 (0x0),178 (0xB2),564 (0x234),pkx_pichu.fsys (172),ELECTR (13),ELECTR (13),STATIC (9),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),ORAN BERRY (139),REVERSAL (179),BIDE (117),PRESENT (217),ENCORE (227),DOUBLESLAP (3),WISH (273),CHARGE (268),None (0),20,40,15,35,35,60,0,0,0,0,0,1,Max Happiness (1),0 (0x0),PIKACHU (25),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,THUNDERSHOCK (84),1,CHARM (204),6,TAIL WHIP (39),8,THUNDER WAVE (86),11,SWEET KISS (186),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),3 (0x3),face172.gtx Regular (172),poke_dance.fsys -> pichu.atx (0x1DA23200),3 (0x3),face172.gtx Shiny (558),poke_dance.fsys -> pichu_c.atx (0x1DA33200)
CLEFFA  - 173,Fast (4),150,75% Female (191),37,140 (0x8C),3,30,635 (0x27B),173 (0xAD),1358 (0x54E),173,324,CLEFFA (0x495),STAR SHAPE (0x6C5),0 (0x0),179 (0xB3),565 (0x235),pkx_py.fsys (173),NORMAL (0),NORMAL (0),CUTE CHARM (56),None (0),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,LEPPA BERRY (138),MOON STONE (94),PRESENT (217),METRONOME (118),AMNESIA (133),BELLY DRUM (187),SPLASH (150),MIMIC (102),WISH (273),SUBSTITUTE (164),50,25,28,45,55,15,0,0,0,0,1,0,Max Happiness (1),0 (0x0),CLEFAIRY (35),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,POUND (1),1,CHARM (204),4,ENCORE (227),8,SING (47),13,SWEET KISS (186),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),10 (0xA),face173.gtx Regular (173),poke_dance.fsys -> py.atx (0x1DC63200),10 (0xA),face173.gtx Shiny (559),poke_dance.fsys -> py_c.atx (0x1DC73200)
IGGLYBUFF  - 174,Fast (4),170,75% Female (191),39,70 (0x46),3,10,636 (0x27C),174 (0xAE),1358 (0x54E),174,137,IGGLYBUFF (0x496),BALLOON (0x6B4),0 (0x0),180 (0xB4),566 (0x236),pkx_pupurin.fsys (174),NORMAL (0),NORMAL (0),CUTE CHARM (56),None (0),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,None (0),None (0),PERISH SONG (195),PRESENT (217),FAINT ATTACK (185),WISH (273),FAKE TEARS (313),None (0),None (0),None (0),90,30,15,40,20,15,1,0,0,0,0,0,Max Happiness (1),0 (0x0),JIGGLYPUFF (39),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,SING (47),1,CHARM (204),4,DEFENSE CURL (111),9,POUND (1),14,SWEET KISS (186),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),10 (0xA),face174.gtx Regular (174),poke_dance.fsys -> pupurin.atx (0x1DC23200),10 (0xA),face174.gtx Shiny (560),poke_dance.fsys -> pupurin_c.atx (0x1DC33200)
TOGEPI  - 175,Fast (4),190,87.5% Male (31),74,70 (0x46),3,15,637 (0x27D),175 (0xAF),1358 (0x54E),175,325,TOGEPI (0x497),SPIKE BALL (0x6AA),0 (0x0),181 (0xB5),567 (0x237),pkx_togepy.fsys (175),NORMAL (0),NORMAL (0),HUSTLE (55),SERENE GRACE (32),FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),PRESENT (217),MIRROR MOVE (119),PECK (64),FORESIGHT (193),FUTURE SIGHT (248),SUBSTITUTE (164),PSYCH UP (244),None (0),35,20,65,40,65,20,0,0,0,0,1,0,Max Happiness (1),0 (0x0),TOGETIC (176),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,GROWL (45),1,CHARM (204),6,METRONOME (118),11,SWEET KISS (186),16,YAWN (281),21,ENCORE (227),26,FOLLOW ME (266),31,WISH (273),36,SAFEGUARD (219),41,DOUBLE-EDGE (38),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),9 (0x9),face175.gtx Regular (175),poke_dance.fsys -> togepy.atx (0x1E3C3200),9 (0x9),face175.gtx Shiny (561),poke_dance.fsys -> togepy_c.atx (0x1E3D3200)
TOGETIC  - 176,Fast (4),75,87.5% Male (31),114,70 (0x46),6,32,638 (0x27E),176 (0xB0),1360 (0x550),176,326,TOGETIC (0x498),HAPPINESS (0x650),0 (0x0),182 (0xB6),568 (0x238),pkx_togechick.fsys (176),NORMAL (0),FLYING (2),HUSTLE (55),SERENE GRACE (32),TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,None (0),None (0),PRESENT (217),MIRROR MOVE (119),PECK (64),FORESIGHT (193),FUTURE SIGHT (248),SUBSTITUTE (164),PSYCH UP (244),None (0),55,40,85,80,105,40,0,0,0,0,2,0,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,GROWL (45),1,CHARM (204),6,METRONOME (118),11,SWEET KISS (186),16,YAWN (281),21,ENCORE (227),26,FOLLOW ME (266),31,WISH (273),36,SAFEGUARD (219),41,DOUBLE-EDGE (38),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),9 (0x9),face176.gtx Regular (176),poke_dance.fsys -> togechick.atx (0x1E3A3200),9 (0x9),face176.gtx Shiny (562),poke_dance.fsys -> togechick_c.atx (0x1E3B3200)
NATU  - 177,Standard (0),190,50% Male (127),73,70 (0x46),2,20,639 (0x27F),177 (0xB1),1360 (0x550),177,162,NATU (0x499),TINY BIRD (0x63F),0 (0x0),183 (0xB7),569 (0x239),pkx_naty.fsys (177),PSYCHC (14),FLYING (2),SYNCHRONIZE (28),EARLY BIRD (48),FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,None (0),None (0),HAZE (114),DRILL PECK (65),QUICK ATTACK (98),FAINT ATTACK (185),STEEL WING (211),PSYCH UP (244),FEATHERDANCE (297),REFRESH (287),40,50,45,70,45,70,0,0,0,1,0,0,Level Up (4),25 (0x19),XATU (178),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,PECK (64),1,LEER (43),10,NIGHT SHADE (101),20,TELEPORT (100),30,WISH (273),30,FUTURE SIGHT (248),40,CONFUSE RAY (109),50,PSYCHIC (94),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face177.gtx Regular (177),poke_dance.fsys -> naty.atx (0x1D4E3200),4 (0x4),face177.gtx Shiny (563),poke_dance.fsys -> naty_c.atx (0x1D4F3200)
XATU  - 178,Standard (0),75,50% Male (127),171,70 (0x46),15,150,640 (0x280),178 (0xB2),1360 (0x550),178,163,XATU (0x49A),MYSTIC (0x65B),0 (0x0),184 (0xB8),570 (0x23A),pkx_natio.fsys (178),PSYCHC (14),FLYING (2),SYNCHRONIZE (28),EARLY BIRD (48),FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,None (0),None (0),HAZE (114),DRILL PECK (65),QUICK ATTACK (98),FAINT ATTACK (185),STEEL WING (211),PSYCH UP (244),FEATHERDANCE (297),REFRESH (287),65,75,70,95,70,95,0,0,0,1,0,1,None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,PECK (64),1,LEER (43),10,NIGHT SHADE (101),20,TELEPORT (100),35,WISH (273),35,FUTURE SIGHT (248),50,CONFUSE RAY (109),65,PSYCHIC (94),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),4 (0x4),face178.gtx Regular (178),poke_dance.fsys -> natio.atx (0x1D4C3200),4 (0x4),face178.gtx Shiny (564),poke_dance.fsys -> natio_c.atx (0x1D4D3200)
MAREEP  - 179,Slow (3),235,50% Male (127),59,70 (0x46),6,78,641 (0x281),179 (0xB3),1358 (0x54E),179,327,MAREEP (0x49B),WOOL (0x6EE),0 (0x0),185 (0xB9),571 (0x23B),pkx_merriep.fsys (179),ELECTR (13),ELECTR (13),STATIC (9),None (0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),TAKE DOWN (36),BODY SLAM (34),SAFEGUARD (219),SCREECH (103),REFLECT (115),ODOR SLEUTH (316),CHARGE (268),None (0),55,40,40,65,45,35,0,0,0,1,0,0,Level Up (4),15 (0xF),FLAAFFY (180),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,GROWL (45),9,THUNDERSHOCK (84),16,THUNDER WAVE (86),23,COTTON SPORE (178),30,LIGHT SCREEN (113),37,THUNDER (87),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),9 (0x9),face179.gtx Regular (179),poke_dance.fsys -> merriep.atx (0x1D263200),9 (0x9),face179.gtx Shiny (565),poke_dance.fsys -> merriep_c.atx (0x1D273200)
FLAAFFY  - 180,Slow (3),120,50% Male (127),117,70 (0x46),8,133,642 (0x282),180 (0xB4),1360 (0x550),180,328,FLAAFFY (0x49C),WOOL (0x6EE),0 (0x0),186 (0xBA),572 (0x23C),pkx_mokoko.fsys (180),ELECTR (13),ELECTR (13),STATIC (9),None (0),TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,None (0),None (0),TAKE DOWN (36),BODY SLAM (34),SAFEGUARD (219),SCREECH (103),REFLECT (115),ODOR SLEUTH (316),CHARGE (268),None (0),70,55,55,80,60,45,0,0,0,2,0,0,Level Up (4),30 (0x1E),AMPHAROS (181),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),None (0),0 (0x0),None (0),1,TACKLE (33),1,GROWL (45),1,THUNDERSHOCK (84),9,THUNDERSHOCK (84),18,THUNDER WAVE (86),27,COTTON SPORE (178),36,LIGHT SCREEN (113),45,THUNDER (87),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),0,None (0),10 (0xA),face180.gtx Regular (180),poke_dance.fsys -> mokoko.atx (0x1D3C3200),10 (0xA),face180.gtx Shiny (566),poke_dance.fsys -> mokoko_c.atx (0x1D3D3200)
